event_id;day;event;who;from;to;success
620;104;visit;a1;3;2;1
621;104;visit;a2;3;3;1
622;104;visit;a3;5;6;1
623;104;visit;a4;2;2;1
624;104;visit;a5;5;6;1
625;105;visit;a0;3;4;1
626;105;visit;a1;2;3;1
627;105;visit;a2;3;3;1
628;105;visit;a3;6;6;1
629;105;visit;a4;2;1;1
630;105;visit;a5;6;6;1
631;106;visit;a0;4;3;1
632;106;visit;a1;3;4;1
633;106;visit;a2;3;3;1
634;106;visit;a3;6;1;1
635;106;visit;a4;1;1;1
636;106;visit;a5;6;1;1
637;107;visit;a0;3;3;1
638;107;visit;a1;4;4;1
639;107;visit;a2;3;2;1
640;107;visit;a3;1;2;1
641;107;visit;a4;1;6;1
642;107;visit;a5;1;6;1
643;108;visit;a0;3;3;1
644;108;visit;a1;4;3;1
645;108;visit;a2;2;1;1
646;108;visit;a3;2;2;1
647;108;visit;a4;6;6;1
648;108;visit;a5;6;6;1
649;109;visit;a0;3;3;1
650;109;visit;a1;3;4;1
651;109;visit;a2;1;2;1
652;109;visit;a3;2;1;1
653;109;visit;a4;6;6;1
654;109;visit;a5;6;6;1
655;110;visit;a0;3;4;1
656;110;visit;a1;4;3;1
657;110;visit;a2;2;2;1
658;110;visit;a3;1;1;1
659;110;visit;a4;6;6;1
660;110;visit;a5;6;5;1
661;111;visit;a0;4;5;1
662;111;visit;a1;3;4;1
663;111;visit;a2;2;3;1
664;111;visit;a3;1;1;1
665;111;visit;a4;6;6;1
666;111;visit;a5;5;5;1
667;112;visit;a0;5;6;1
668;112;visit;a1;4;5;1
669;112;visit;a2;3;2;1
670;112;visit;a3;1;1;1
671;112;visit;a4;6;5;1
672;112;visit;a5;5;6;1
673;113;visit;a0;6;6;1
674;113;visit;a1;5;4;1
675;113;visit;a2;2;1;1
676;113;visit;a3;1;1;1
677;113;visit;a4;5;4;1
678;113;visit;a5;6;5;1
679;114;visit;a0;6;5;1
680;114;visit;a1;4;5;1
681;114;visit;a2;1;2;1
682;114;visit;a3;1;2;1
683;114;visit;a4;4;5;1
684;114;visit;a5;5;4;1
685;115;visit;a0;5;5;1
686;115;visit;a1;5;6;1
687;115;visit;a2;2;2;1
688;115;visit;a3;2;3;1
689;115;visit;a4;5;4;1
690;115;visit;a5;4;3;1
691;116;visit;a0;5;6;1
692;116;visit;a1;6;5;1
693;116;visit;a2;2;1;1
694;116;visit;a3;3;2;1
695;116;visit;a4;4;3;1
696;116;visit;a5;3;3;1
697;117;visit;a0;6;1;1
698;117;visit;a1;5;5;1
699;117;visit;a2;1;2;1
700;117;visit;a3;2;3;1
701;117;visit;a4;3;4;1
702;117;visit;a5;3;2;1
703;118;visit;a0;1;1;1
704;118;visit;a1;5;4;1
705;118;visit;a2;2;2;1
706;118;visit;a3;3;4;1
707;118;visit;a4;4;4;1
708;118;visit;a5;2;3;1
709;119;visit;a0;1;2;1
710;119;visit;a1;4;4;1
711;119;visit;a2;2;3;1
712;119;visit;a3;4;4;1
713;119;visit;a4;4;3;1
714;119;visit;a5;3;3;1
715;120;visit;a0;2;3;1
716;120;visit;a1;4;5;1
717;120;visit;a2;3;3;1
718;120;visit;a3;4;3;1
719;120;visit;a4;3;2;1
720;120;visit;a5;3;3;1
721;121;visit;a0;3;3;1
722;121;visit;a1;5;5;1
723;121;visit;a2;3;4;1
724;121;visit;a3;3;3;1
725;121;visit;a4;2;1;1
726;121;visit;a5;3;3;1
727;122;visit;a0;3;4;1
728;122;visit;a1;5;6;1
729;122;visit;a2;4;3;1
730;122;visit;a3;3;4;1
731;122;visit;a4;1;1;1
732;122;visit;a5;3;3;1
733;123;visit;a0;4;5;1
734;123;visit;a1;6;5;1
735;123;visit;a2;3;2;1
736;123;visit;a3;4;4;1
737;123;visit;a4;1;6;1
738;123;visit;a5;3;4;1
739;124;visit;a0;5;6;1
740;124;visit;a1;5;5;1
741;124;visit;a2;2;2;1
742;124;visit;a3;4;3;1
743;124;visit;a4;6;6;1
744;124;visit;a5;4;3;1
745;125;visit;a0;6;5;1
746;125;visit;a1;5;6;1
747;125;visit;a2;2;3;1
748;125;visit;a3;3;2;1
749;125;visit;a4;6;1;1
750;125;visit;a5;3;3;1
751;126;visit;a0;5;4;1
752;126;visit;a1;6;6;1
753;126;visit;a2;3;4;1
754;126;visit;a3;2;2;1
755;126;visit;a4;1;6;1
756;126;visit;a5;3;2;1
757;127;visit;a0;4;5;1
758;127;visit;a1;6;6;1
759;127;visit;a2;4;4;1
760;127;visit;a3;2;2;1
761;127;visit;a4;6;1;1
762;127;visit;a5;2;3;1
763;128;visit;a0;5;5;1
764;128;visit;a1;6;1;1
765;128;visit;a2;4;4;1
766;128;visit;a3;2;3;1
767;128;visit;a4;1;1;1
768;128;visit;a5;3;4;1
769;129;visit;a0;5;6;1
770;129;visit;a1;1;1;1
771;129;visit;a2;4;3;1
772;129;visit;a3;3;3;1
773;129;visit;a4;1;1;1
774;129;visit;a5;4;4;1
775;130;visit;a0;6;5;1
776;130;visit;a1;1;2;1
777;130;visit;a2;3;2;1
778;130;visit;a3;3;3;1
779;130;visit;a4;1;2;1
780;130;visit;a5;4;5;1
781;131;visit;a0;5;5;1
782;131;visit;a1;2;1;1
783;131;visit;a2;2;1;1
784;131;visit;a3;3;2;1
785;131;visit;a4;2;1;1
786;131;visit;a5;5;5;1
787;132;visit;a0;5;4;1
788;132;visit;a1;1;6;1
789;132;visit;a2;1;2;1
790;132;visit;a3;2;2;1
791;132;visit;a4;1;6;1
792;132;visit;a5;5;5;1
793;133;visit;a0;4;3;1
794;133;visit;a1;6;6;1
795;133;visit;a2;2;1;1
796;133;visit;a3;2;1;1
797;133;visit;a4;6;5;1
798;133;visit;a5;5;5;1
799;134;visit;a0;3;3;1
800;134;visit;a1;6;5;1
801;134;visit;a2;1;1;1
802;134;visit;a3;1;1;1
803;134;visit;a4;5;5;1
804;134;visit;a5;5;4;1
805;135;visit;a0;3;4;1
806;135;visit;a1;5;6;1
807;135;visit;a2;1;1;1
808;135;visit;a3;1;6;1
809;135;visit;a4;5;4;1
810;135;visit;a5;4;4;1
811;136;visit;a0;4;3;1
812;136;visit;a1;6;5;1
813;136;visit;a2;1;2;1
814;136;visit;a3;6;5;1
815;136;visit;a4;4;3;1
816;136;visit;a5;4;3;1
817;137;visit;a0;3;3;1
818;137;visit;a1;5;4;1
819;137;visit;a2;2;1;1
820;137;visit;a3;5;6;1
821;137;visit;a4;3;2;1
822;137;visit;a5;3;3;1
823;138;visit;a0;3;2;1
824;138;visit;a1;4;5;1
825;138;visit;a2;1;6;1
826;138;visit;a3;6;5;1
827;138;visit;a4;2;3;1
828;138;visit;a5;3;4;1
829;139;visit;a0;2;1;1
830;139;visit;a1;5;4;1
831;139;visit;a2;6;6;1
832;139;visit;a3;5;4;1
833;139;visit;a4;3;3;1
834;139;visit;a5;4;5;1
835;140;visit;a0;1;6;1
836;140;visit;a1;4;3;1
837;140;visit;a2;6;1;1
838;140;visit;a3;4;5;1
839;140;visit;a4;3;3;1
840;140;visit;a5;5;6;1
841;141;visit;a0;6;6;1
842;141;visit;a1;3;3;1
843;141;visit;a2;1;1;1
844;141;visit;a3;5;5;1
845;141;visit;a4;3;4;1
846;141;visit;a5;6;1;1
847;142;visit;a0;6;6;1
848;142;visit;a1;3;4;1
849;142;visit;a2;1;1;1
850;142;visit;a3;5;6;1
851;142;visit;a4;4;5;1
852;142;visit;a5;1;1;1
853;143;visit;a0;6;1;1
854;143;visit;a1;4;3;1
855;143;visit;a2;1;6;1
856;143;visit;a3;6;1;1
857;143;visit;a4;5;4;1
858;143;visit;a5;1;2;1
859;144;visit;a0;1;2;1
860;144;visit;a1;3;3;1
861;144;visit;a2;6;6;1
862;144;visit;a3;1;1;1
863;144;visit;a4;4;5;1
864;144;visit;a5;2;3;1
865;145;visit;a0;2;3;1
866;145;visit;a1;3;3;1
867;145;visit;a2;6;5;1
868;145;visit;a3;1;1;1
869;145;visit;a4;5;5;1
870;145;visit;a5;3;2;1
871;146;visit;a0;3;3;1
872;146;visit;a1;3;2;1
873;146;visit;a2;5;4;1
874;146;visit;a3;1;6;1
875;146;visit;a4;5;5;1
876;146;visit;a5;2;3;1
877;147;visit;a0;3;3;1
878;147;visit;a1;2;3;1
879;147;visit;a2;4;3;1
880;147;visit;a3;6;6;1
881;147;visit;a4;5;5;1
882;147;visit;a5;3;2;1
883;148;visit;a0;3;4;1
884;148;visit;a1;3;4;1
885;148;visit;a2;3;3;1
886;148;visit;a3;6;5;1
887;148;visit;a4;5;4;1
888;148;visit;a5;2;2;1
889;149;visit;a0;4;3;1
890;149;visit;a1;4;4;1
891;149;visit;a2;3;3;1
892;149;visit;a3;5;5;1
893;149;visit;a4;4;3;1
894;149;visit;a5;2;2;1
895;150;visit;a0;3;3;1
896;150;visit;a1;4;5;1
897;150;visit;a2;3;2;1
898;150;visit;a3;5;6;1
899;150;visit;a4;3;4;1
900;150;visit;a5;2;1;1
901;151;visit;a0;3;4;1
902;151;visit;a1;5;4;1
903;151;visit;a2;2;1;1
904;151;visit;a3;6;5;1
905;151;visit;a4;4;3;1
906;151;visit;a5;1;2;1
907;152;visit;a0;4;4;1
908;152;visit;a1;4;4;1
909;152;visit;a2;1;1;1
910;152;visit;a3;5;4;1
911;152;visit;a4;3;4;1
912;152;visit;a5;2;1;1
913;153;visit;a0;4;3;1
914;153;visit;a1;4;3;1
915;153;visit;a2;1;6;1
916;153;visit;a3;4;3;1
917;153;visit;a4;4;3;1
918;153;visit;a5;1;6;1
919;154;visit;a0;3;2;1
920;154;visit;a1;3;2;1
921;154;visit;a2;6;6;1
922;154;visit;a3;3;2;1
923;154;visit;a4;3;3;1
924;154;visit;a5;6;6;1
925;155;visit;a0;2;2;1
926;155;visit;a1;2;3;1
927;155;visit;a2;6;5;1
928;155;visit;a3;2;1;1
929;155;visit;a4;3;3;1
930;155;visit;a5;6;5;1
931;156;visit;a0;2;1;1
932;156;visit;a1;3;4;1
933;156;visit;a2;5;4;1
934;156;visit;a3;1;6;1
935;156;visit;a4;3;2;1
936;156;visit;a5;5;4;1
937;157;visit;a0;1;2;1
938;157;visit;a1;4;5;1
939;157;visit;a2;4;3;1
940;157;visit;a3;6;6;1
941;157;visit;a4;2;2;1
942;157;visit;a5;4;4;1
943;158;visit;a0;2;1;1
944;158;visit;a1;5;5;1
945;158;visit;a2;3;3;1
946;158;visit;a3;6;1;1
947;158;visit;a4;2;2;1
948;158;visit;a5;4;4;1
949;159;visit;a0;1;2;1
950;159;visit;a1;5;6;1
951;159;visit;a2;3;4;1
952;159;visit;a3;1;2;1
953;159;visit;a4;2;1;1
954;159;visit;a5;4;3;1
955;160;visit;a0;2;2;1
956;160;visit;a1;6;6;1
957;160;visit;a2;4;3;1
958;160;visit;a3;2;3;1
959;160;visit;a4;1;2;1
960;160;visit;a5;3;2;1
961;161;visit;a0;2;3;1
962;161;visit;a1;6;6;1
963;161;visit;a2;3;3;1
964;161;visit;a3;3;3;1
965;161;visit;a4;2;2;1
966;161;visit;a5;2;1;1
967;162;visit;a0;3;3;1
968;162;visit;a1;6;1;1
969;162;visit;a2;3;3;1
970;162;visit;a3;3;3;1
971;162;visit;a4;2;2;1
972;162;visit;a5;1;2;1
973;163;visit;a0;3;2;1
974;163;visit;a1;1;6;1
975;163;visit;a2;3;3;1
976;163;visit;a3;3;2;1
977;163;visit;a4;2;3;1
978;163;visit;a5;2;3;1
979;164;visit;a0;2;1;1
980;164;visit;a1;6;5;1
981;164;visit;a2;3;2;1
982;164;visit;a3;2;3;1
983;164;visit;a4;3;3;1
984;164;visit;a5;3;4;1
985;165;visit;a0;1;2;1
986;165;visit;a1;5;5;1
987;165;visit;a2;2;3;1
988;165;visit;a3;3;4;1
989;165;visit;a4;3;4;1
990;165;visit;a5;4;5;1
991;166;visit;a0;2;1;1
992;166;visit;a1;5;4;1
993;166;visit;a2;3;2;1
994;166;visit;a3;4;5;1
995;166;visit;a4;4;3;1
996;166;visit;a5;5;6;1
997;167;visit;a0;1;2;1
998;167;visit;a1;4;4;1
999;167;visit;a2;2;2;1
1000;167;visit;a3;5;4;1
1001;167;visit;a4;3;4;1
1002;167;visit;a5;6;5;1
1003;168;visit;a0;2;1;1
1004;168;visit;a1;4;3;1
1005;168;visit;a2;2;3;1
1006;168;visit;a3;4;5;1
1007;168;visit;a4;4;3;1
1008;168;visit;a5;5;4;1
1009;169;visit;a0;1;2;1
1010;169;visit;a1;3;4;1
1011;169;visit;a2;3;4;1
1012;169;visit;a3;5;4;1
1013;169;visit;a4;3;2;1
1014;169;visit;a5;4;5;1
1015;170;visit;a0;2;3;1
1016;170;visit;a1;4;4;1
1017;170;visit;a2;4;3;1
1018;170;visit;a3;4;5;1
1019;170;visit;a4;2;1;1
1020;170;visit;a5;5;6;1
1021;171;visit;a0;3;4;1
1022;171;visit;a1;4;5;1
1023;171;visit;a2;3;4;1
1024;171;visit;a3;5;6;1
1025;171;visit;a4;1;2;1
1026;171;visit;a5;6;6;1
1027;172;visit;a0;4;5;1
1028;172;visit;a1;5;5;1
1029;172;visit;a2;4;5;1
1030;172;visit;a3;6;1;1
1031;172;visit;a4;2;2;1
1032;172;visit;a5;6;6;1
1033;173;visit;a0;5;6;1
1034;173;visit;a1;5;5;1
1035;173;visit;a2;5;5;1
1036;173;visit;a3;1;1;1
1037;173;visit;a4;2;3;1
1038;173;visit;a5;6;1;1
1039;174;visit;a0;6;5;1
1040;174;visit;a1;5;6;1
1041;174;visit;a2;5;4;1
1042;174;visit;a3;1;1;1
1043;174;visit;a4;3;3;1
1044;174;visit;a5;1;2;1
1045;175;visit;a0;5;5;1
1046;175;visit;a1;6;1;1
1047;175;visit;a2;4;3;1
1048;175;visit;a3;1;6;1
1049;175;visit;a4;3;3;1
1050;175;visit;a5;2;3;1
1051;176;visit;a0;5;4;1
1052;176;visit;a1;1;2;1
1053;176;visit;a2;3;2;1
1054;176;visit;a3;6;5;1
1055;176;visit;a4;3;3;1
1056;176;visit;a5;3;2;1
1057;177;visit;a0;4;4;1
1058;177;visit;a1;2;1;1
1059;177;visit;a2;2;1;1
1060;177;visit;a3;5;5;1
1061;177;visit;a4;3;4;1
1062;177;visit;a5;2;1;1
1063;178;visit;a0;4;4;1
1064;178;visit;a1;1;6;1
1065;178;visit;a2;1;6;1
1066;178;visit;a3;5;4;1
1067;178;visit;a4;4;4;1
1068;178;visit;a5;1;6;1
1069;179;visit;a0;4;5;1
1070;179;visit;a1;6;5;1
1071;179;visit;a2;6;1;1
1072;179;visit;a3;4;4;1
1073;179;visit;a4;4;3;1
1074;179;visit;a5;6;5;1
1075;180;visit;a0;5;6;1
1076;180;visit;a1;5;4;1
1077;180;visit;a2;1;1;1
1078;180;visit;a3;4;5;1
1079;180;visit;a4;3;3;1
1080;180;visit;a5;5;4;1
1081;181;visit;a0;6;6;1
1082;181;visit;a1;4;5;1
1083;181;visit;a2;1;1;1
1084;181;visit;a3;5;4;1
1085;181;visit;a4;3;2;1
1086;181;visit;a5;4;5;1
1087;182;visit;a0;6;1;1
1088;182;visit;a1;5;4;1
1089;182;visit;a2;1;2;1
1090;182;visit;a3;4;5;1
1091;182;visit;a4;2;2;1
1092;182;visit;a5;5;5;1
1093;183;visit;a0;1;2;1
1094;183;visit;a1;4;3;1
1095;183;visit;a2;2;2;1
1096;183;visit;a3;5;4;1
1097;183;visit;a4;2;3;1
1098;183;visit;a5;5;5;1
1099;184;visit;a0;2;3;1
1100;184;visit;a1;3;2;1
1101;184;visit;a2;2;1;1
1102;184;visit;a3;4;3;1
1103;184;visit;a4;3;4;1
1104;184;visit;a5;5;6;1
1105;185;visit;a0;3;4;1
1106;185;visit;a1;2;1;1
1107;185;visit;a2;1;1;1
1108;185;visit;a3;3;2;1
1109;185;visit;a4;4;5;1
1110;185;visit;a5;6;1;1
1111;186;visit;a0;4;5;1
1112;186;visit;a1;1;2;1
1113;186;visit;a2;1;1;1
1114;186;visit;a3;2;1;1
1115;186;visit;a4;5;6;1
1116;186;visit;a5;1;2;1
1117;187;visit;a0;5;4;1
1118;187;visit;a1;2;1;1
1119;187;visit;a2;1;2;1
1120;187;visit;a3;1;6;1
1121;187;visit;a4;6;6;1
1122;187;visit;a5;2;2;1
1123;188;visit;a0;4;5;1
1124;188;visit;a1;1;2;1
1125;188;visit;a2;2;3;1
1126;188;visit;a3;6;1;1
1127;188;visit;a4;6;6;1
1128;188;visit;a5;2;2;1
1129;189;visit;a0;5;6;1
1130;189;visit;a1;2;2;1
1131;189;visit;a2;3;3;1
1132;189;visit;a3;1;6;1
1133;189;visit;a4;6;1;1
1134;189;visit;a5;2;2;1
1135;190;visit;a0;6;5;1
1136;190;visit;a1;2;1;1
1137;190;visit;a2;3;4;1
1138;190;visit;a3;6;1;1
1139;190;visit;a4;1;1;1
1140;190;visit;a5;2;1;1
1141;191;visit;a0;5;6;1
1142;191;visit;a1;1;1;1
1143;191;visit;a2;4;4;1
1144;191;visit;a3;1;1;1
1145;191;visit;a4;1;6;1
1146;191;visit;a5;1;6;1
1147;192;visit;a0;6;6;1
1148;192;visit;a1;1;1;1
1149;192;visit;a2;4;3;1
1150;192;visit;a3;1;6;1
1151;192;visit;a4;6;1;1
1152;192;visit;a5;6;5;1
1153;193;visit;a0;6;5;1
1154;193;visit;a1;1;2;1
1155;193;visit;a2;3;4;1
1156;193;visit;a3;6;5;1
1157;193;visit;a4;1;2;1
1158;193;visit;a5;5;4;1
1159;194;visit;a0;5;5;1
1160;194;visit;a1;2;1;1
1161;194;visit;a2;4;4;1
1162;194;visit;a3;5;4;1
1163;194;visit;a4;2;2;1
1164;194;visit;a5;4;3;1
1165;195;visit;a0;5;5;1
1166;195;visit;a1;1;1;1
1167;195;visit;a2;4;4;1
1168;195;visit;a3;4;3;1
1169;195;visit;a4;2;3;1
1170;195;visit;a5;3;2;1
1171;196;visit;a0;5;6;1
1172;196;visit;a1;1;2;1
1173;196;visit;a2;4;4;1
1174;196;visit;a3;3;2;1
1175;196;visit;a4;3;4;1
1176;196;visit;a5;2;3;1
1177;197;visit;a0;6;5;1
1178;197;visit;a1;2;1;1
1179;197;visit;a2;4;3;1
1180;197;visit;a3;2;1;1
1181;197;visit;a4;4;4;1
1182;197;visit;a5;3;4;1
1183;198;visit;a0;5;5;1
1184;198;visit;a1;1;6;1
1185;198;visit;a2;3;4;1
1186;198;visit;a3;1;1;1
1187;198;visit;a4;4;5;1
1188;198;visit;a5;4;4;1
1189;199;visit;a0;5;6;1
1190;199;visit;a1;6;5;1
1191;199;visit;a2;4;5;1
1192;199;visit;a3;1;1;1
1193;199;visit;a4;5;6;1
1194;199;visit;a5;4;5;1
1195;200;visit;a0;6;5;1
1196;200;visit;a1;5;6;1
1197;200;visit;a2;5;4;1
1198;200;visit;a3;1;6;1
1199;200;visit;a4;6;6;1
1200;200;visit;a5;5;5;1
